site_id,well_id,cell_type,experiment,plate,well,site,disease_condition,treatment,treatment_conc,SMILES
VERO-2_2_B02_1,VERO-2_2_B02,VERO,VERO-2,2,B02,1,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_2_B02_2,VERO-2_2_B02,VERO,VERO-2,2,B02,2,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_2_B02_3,VERO-2_2_B02,VERO,VERO-2,2,B02,3,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_2_B02_4,VERO-2_2_B02,VERO,VERO-2,2,B02,4,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_2_B03_1,VERO-2_2_B03,VERO,VERO-2,2,B03,1,Active SARS-CoV-2,,,
VERO-2_2_B03_2,VERO-2_2_B03,VERO,VERO-2,2,B03,2,Active SARS-CoV-2,,,
VERO-2_2_B03_3,VERO-2_2_B03,VERO,VERO-2,2,B03,3,Active SARS-CoV-2,,,
VERO-2_2_B03_4,VERO-2_2_B03,VERO,VERO-2,2,B03,4,Active SARS-CoV-2,,,
VERO-2_2_B04_1,VERO-2_2_B04,VERO,VERO-2,2,B04,1,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-2_2_B04_2,VERO-2_2_B04,VERO,VERO-2,2,B04,2,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-2_2_B04_3,VERO-2_2_B04,VERO,VERO-2,2,B04,3,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-2_2_B04_4,VERO-2_2_B04,VERO,VERO-2,2,B04,4,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-2_2_B05_1,VERO-2_2_B05,VERO,VERO-2,2,B05,1,Active SARS-CoV-2,Darunavir,0.3,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-2_2_B05_2,VERO-2_2_B05,VERO,VERO-2,2,B05,2,Active SARS-CoV-2,Darunavir,0.3,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-2_2_B05_3,VERO-2_2_B05,VERO,VERO-2,2,B05,3,Active SARS-CoV-2,Darunavir,0.3,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-2_2_B05_4,VERO-2_2_B05,VERO,VERO-2,2,B05,4,Active SARS-CoV-2,Darunavir,0.3,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-2_2_B06_1,VERO-2_2_B06,VERO,VERO-2,2,B06,1,Active SARS-CoV-2,Nicotianamine,10.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B06_2,VERO-2_2_B06,VERO,VERO-2,2,B06,2,Active SARS-CoV-2,Nicotianamine,10.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B06_3,VERO-2_2_B06,VERO,VERO-2,2,B06,3,Active SARS-CoV-2,Nicotianamine,10.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B06_4,VERO-2_2_B06,VERO,VERO-2,2,B06,4,Active SARS-CoV-2,Nicotianamine,10.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B07_1,VERO-2_2_B07,VERO,VERO-2,2,B07,1,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_2_B07_2,VERO-2_2_B07,VERO,VERO-2,2,B07,2,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_2_B07_3,VERO-2_2_B07,VERO,VERO-2,2,B07,3,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_2_B07_4,VERO-2_2_B07,VERO,VERO-2,2,B07,4,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_2_B08_1,VERO-2_2_B08,VERO,VERO-2,2,B08,1,,,,
VERO-2_2_B08_2,VERO-2_2_B08,VERO,VERO-2,2,B08,2,,,,
VERO-2_2_B08_3,VERO-2_2_B08,VERO,VERO-2,2,B08,3,,,,
VERO-2_2_B08_4,VERO-2_2_B08,VERO,VERO-2,2,B08,4,,,,
VERO-2_2_B09_1,VERO-2_2_B09,VERO,VERO-2,2,B09,1,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B09_2,VERO-2_2_B09,VERO,VERO-2,2,B09,2,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B09_3,VERO-2_2_B09,VERO,VERO-2,2,B09,3,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B09_4,VERO-2_2_B09,VERO,VERO-2,2,B09,4,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B10_1,VERO-2_2_B10,VERO,VERO-2,2,B10,1,Active SARS-CoV-2,Imiquimod,0.3,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B10_2,VERO-2_2_B10,VERO,VERO-2,2,B10,2,Active SARS-CoV-2,Imiquimod,0.3,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B10_3,VERO-2_2_B10,VERO,VERO-2,2,B10,3,Active SARS-CoV-2,Imiquimod,0.3,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B10_4,VERO-2_2_B10,VERO,VERO-2,2,B10,4,Active SARS-CoV-2,Imiquimod,0.3,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_2_B11_1,VERO-2_2_B11,VERO,VERO-2,2,B11,1,Active SARS-CoV-2,Nicotianamine,0.3,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B11_2,VERO-2_2_B11,VERO,VERO-2,2,B11,2,Active SARS-CoV-2,Nicotianamine,0.3,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B11_3,VERO-2_2_B11,VERO,VERO-2,2,B11,3,Active SARS-CoV-2,Nicotianamine,0.3,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B11_4,VERO-2_2_B11,VERO,VERO-2,2,B11,4,Active SARS-CoV-2,Nicotianamine,0.3,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-2_2_B12_1,VERO-2_2_B12,VERO,VERO-2,2,B12,1,Active SARS-CoV-2,Thymoquinone,0.3,"CC(C)C1=CC(=O)C(C)=CC1=O |c:8,t:3|"
VERO-2_2_B12_2,VERO-2_2_B12,VERO,VERO-2,2,B12,2,Active SARS-CoV-2,Thymoquinone,0.3,"CC(C)C1=CC(=O)C(C)=CC1=O |c:8,t:3|"
VERO-2_2_B12_3,VERO-2_2_B12,VERO,VERO-2,2,B12,3,Active SARS-CoV-2,Thymoquinone,0.3,"CC(C)C1=CC(=O)C(C)=CC1=O |c:8,t:3|"
VERO-2_2_B12_4,VERO-2_2_B12,VERO,VERO-2,2,B12,4,Active SARS-CoV-2,Thymoquinone,0.3,"CC(C)C1=CC(=O)C(C)=CC1=O |c:8,t:3|"
VERO-2_2_B13_1,VERO-2_2_B13,VERO,VERO-2,2,B13,1,Active SARS-CoV-2,Hydroxychloroquine Sulfate,0.3,"CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:14,19,t:12,16,21|"
VERO-2_2_B13_2,VERO-2_2_B13,VERO,VERO-2,2,B13,2,Active SARS-CoV-2,Hydroxychloroquine Sulfate,0.3,"CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:14,19,t:12,16,21|"
VERO-2_2_B13_3,VERO-2_2_B13,VERO,VERO-2,2,B13,3,Active SARS-CoV-2,Hydroxychloroquine Sulfate,0.3,"CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:14,19,t:12,16,21|"
VERO-2_2_B13_4,VERO-2_2_B13,VERO,VERO-2,2,B13,4,Active SARS-CoV-2,Hydroxychloroquine Sulfate,0.3,"CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:14,19,t:12,16,21|"
VERO-2_2_B14_1,VERO-2_2_B14,VERO,VERO-2,2,B14,1,Active SARS-CoV-2,Dimethyl fumarate,1.0,COC(=O)\C=C\C(=O)OC
VERO-2_2_B14_2,VERO-2_2_B14,VERO,VERO-2,2,B14,2,Active SARS-CoV-2,Dimethyl fumarate,1.0,COC(=O)\C=C\C(=O)OC
VERO-2_2_B14_3,VERO-2_2_B14,VERO,VERO-2,2,B14,3,Active SARS-CoV-2,Dimethyl fumarate,1.0,COC(=O)\C=C\C(=O)OC
VERO-2_2_B14_4,VERO-2_2_B14,VERO,VERO-2,2,B14,4,Active SARS-CoV-2,Dimethyl fumarate,1.0,COC(=O)\C=C\C(=O)OC
VERO-2_2_B15_1,VERO-2_2_B15,VERO,VERO-2,2,B15,1,Active SARS-CoV-2,Ritonavir,3.0,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B15_2,VERO-2_2_B15,VERO,VERO-2,2,B15,2,Active SARS-CoV-2,Ritonavir,3.0,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B15_3,VERO-2_2_B15,VERO,VERO-2,2,B15,3,Active SARS-CoV-2,Ritonavir,3.0,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B15_4,VERO-2_2_B15,VERO,VERO-2,2,B15,4,Active SARS-CoV-2,Ritonavir,3.0,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B16_1,VERO-2_2_B16,VERO,VERO-2,2,B16,1,,,,
VERO-2_2_B16_2,VERO-2_2_B16,VERO,VERO-2,2,B16,2,,,,
VERO-2_2_B16_3,VERO-2_2_B16,VERO,VERO-2,2,B16,3,,,,
VERO-2_2_B16_4,VERO-2_2_B16,VERO,VERO-2,2,B16,4,,,,
VERO-2_2_B17_1,VERO-2_2_B17,VERO,VERO-2,2,B17,1,Active SARS-CoV-2,Remdesivir (GS-5734),10.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B17_2,VERO-2_2_B17,VERO,VERO-2,2,B17,2,Active SARS-CoV-2,Remdesivir (GS-5734),10.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B17_3,VERO-2_2_B17,VERO,VERO-2,2,B17,3,Active SARS-CoV-2,Remdesivir (GS-5734),10.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B17_4,VERO-2_2_B17,VERO,VERO-2,2,B17,4,Active SARS-CoV-2,Remdesivir (GS-5734),10.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B18_1,VERO-2_2_B18,VERO,VERO-2,2,B18,1,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B18_2,VERO-2_2_B18,VERO,VERO-2,2,B18,2,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B18_3,VERO-2_2_B18,VERO,VERO-2,2,B18,3,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B18_4,VERO-2_2_B18,VERO,VERO-2,2,B18,4,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B19_1,VERO-2_2_B19,VERO,VERO-2,2,B19,1,Active SARS-CoV-2,Remdesivir (GS-5734),3.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B19_2,VERO-2_2_B19,VERO,VERO-2,2,B19,2,Active SARS-CoV-2,Remdesivir (GS-5734),3.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B19_3,VERO-2_2_B19,VERO,VERO-2,2,B19,3,Active SARS-CoV-2,Remdesivir (GS-5734),3.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B19_4,VERO-2_2_B19,VERO,VERO-2,2,B19,4,Active SARS-CoV-2,Remdesivir (GS-5734),3.0,"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1 |c:28,32,34,41,43,t:26,39|"
VERO-2_2_B20_1,VERO-2_2_B20,VERO,VERO-2,2,B20,1,Active SARS-CoV-2,,,
VERO-2_2_B20_2,VERO-2_2_B20,VERO,VERO-2,2,B20,2,Active SARS-CoV-2,,,
VERO-2_2_B20_3,VERO-2_2_B20,VERO,VERO-2,2,B20,3,Active SARS-CoV-2,,,
VERO-2_2_B20_4,VERO-2_2_B20,VERO,VERO-2,2,B20,4,Active SARS-CoV-2,,,
VERO-2_2_B21_1,VERO-2_2_B21,VERO,VERO-2,2,B21,1,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B21_2,VERO-2_2_B21,VERO,VERO-2,2,B21,2,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B21_3,VERO-2_2_B21,VERO,VERO-2,2,B21,3,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B21_4,VERO-2_2_B21,VERO,VERO-2,2,B21,4,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-2_2_B22_1,VERO-2_2_B22,VERO,VERO-2,2,B22,1,Active SARS-CoV-2,Lopinavir,0.01,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_2_B22_2,VERO-2_2_B22,VERO,VERO-2,2,B22,2,Active SARS-CoV-2,Lopinavir,0.01,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_2_B22_3,VERO-2_2_B22,VERO,VERO-2,2,B22,3,Active SARS-CoV-2,Lopinavir,0.01,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_2_B22_4,VERO-2_2_B22,VERO,VERO-2,2,B22,4,Active SARS-CoV-2,Lopinavir,0.01,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_2_B23_1,VERO-2_2_B23,VERO,VERO-2,2,B23,1,Active SARS-CoV-2,Quinine,3.0,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-2_2_B23_2,VERO-2_2_B23,VERO,VERO-2,2,B23,2,Active SARS-CoV-2,Quinine,3.0,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-2_2_B23_3,VERO-2_2_B23,VERO,VERO-2,2,B23,3,Active SARS-CoV-2,Quinine,3.0,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-2_2_B23_4,VERO-2_2_B23,VERO,VERO-2,2,B23,4,Active SARS-CoV-2,Quinine,3.0,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-2_2_B24_1,VERO-2_2_B24,VERO,VERO-2,2,B24,1,,,,
VERO-2_2_B24_2,VERO-2_2_B24,VERO,VERO-2,2,B24,2,,,,
VERO-2_2_B24_3,VERO-2_2_B24,VERO,VERO-2,2,B24,3,,,,
VERO-2_2_B24_4,VERO-2_2_B24,VERO,VERO-2,2,B24,4,,,,
VERO-2_2_B25_1,VERO-2_2_B25,VERO,VERO-2,2,B25,1,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,0.03,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B25_2,VERO-2_2_B25,VERO,VERO-2,2,B25,2,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,0.03,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B25_3,VERO-2_2_B25,VERO,VERO-2,2,B25,3,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,0.03,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B25_4,VERO-2_2_B25,VERO,VERO-2,2,B25,4,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,0.03,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_2_B26_1,VERO-2_2_B26,VERO,VERO-2,2,B26,1,Active SARS-CoV-2,ML-9,0.3,"ClC1=CC=CC2=C(C=CC=C12)S(=O)(=O)N1CCCNCC1 |c:3,7,t:1,5,9|"
VERO-2_2_B26_2,VERO-2_2_B26,VERO,VERO-2,2,B26,2,Active SARS-CoV-2,ML-9,0.3,"ClC1=CC=CC2=C(C=CC=C12)S(=O)(=O)N1CCCNCC1 |c:3,7,t:1,5,9|"
VERO-2_2_B26_3,VERO-2_2_B26,VERO,VERO-2,2,B26,3,Active SARS-CoV-2,ML-9,0.3,"ClC1=CC=CC2=C(C=CC=C12)S(=O)(=O)N1CCCNCC1 |c:3,7,t:1,5,9|"
VERO-2_2_B26_4,VERO-2_2_B26,VERO,VERO-2,2,B26,4,Active SARS-CoV-2,ML-9,0.3,"ClC1=CC=CC2=C(C=CC=C12)S(=O)(=O)N1CCCNCC1 |c:3,7,t:1,5,9|"
VERO-2_2_B27_1,VERO-2_2_B27,VERO,VERO-2,2,B27,1,Active SARS-CoV-2,Camostat,0.01,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_2_B27_2,VERO-2_2_B27,VERO,VERO-2,2,B27,2,Active SARS-CoV-2,Camostat,0.01,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_2_B27_3,VERO-2_2_B27,VERO,VERO-2,2,B27,3,Active SARS-CoV-2,Camostat,0.01,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_2_B27_4,VERO-2_2_B27,VERO,VERO-2,2,B27,4,Active SARS-CoV-2,Camostat,0.01,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_2_B28_1,VERO-2_2_B28,VERO,VERO-2,2,B28,1,Active SARS-CoV-2,Arbidol,0.01,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_2_B28_2,VERO-2_2_B28,VERO,VERO-2,2,B28,2,Active SARS-CoV-2,Arbidol,0.01,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_2_B28_3,VERO-2_2_B28,VERO,VERO-2,2,B28,3,Active SARS-CoV-2,Arbidol,0.01,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_2_B28_4,VERO-2_2_B28,VERO,VERO-2,2,B28,4,Active SARS-CoV-2,Arbidol,0.01,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_2_B29_1,VERO-2_2_B29,VERO,VERO-2,2,B29,1,Active SARS-CoV-2,,,
VERO-2_2_B29_2,VERO-2_2_B29,VERO,VERO-2,2,B29,2,Active SARS-CoV-2,,,
VERO-2_2_B29_3,VERO-2_2_B29,VERO,VERO-2,2,B29,3,Active SARS-CoV-2,,,
